planar,macroscopic
7.926183985859418,7.926093094319398
7.926001437910521,7.926097614204603
7.92618373375414,7.926092773818594
7.926001272889439,7.926097355941397
7.926183667945142,7.926092576851552
7.92600125885991,7.926097219129256
7.92618375957793,7.926092495805548
7.92600138368202,7.926097194162307
7.926184020336875,7.926092521993703
7.926001658838437,7.926097271550272
7.9261844283268745,7.926092645275241
7.926002065814984,7.926097442616844
7.926184964263008,7.926092855921329
7.926002555048972,7.926097692921196
7.926185610416965,7.926093136414379
7.926003165856511,7.926098004249774
7.9261863836298945,7.9260934677926524
7.926003867727034,7.926098357405831
7.9261872496056265,7.926093831102433
7.926004622238801,7.9260987327143795
7.926188145698826,7.926094204730191
7.926005341013751,7.926099106127795
7.926189055504179,7.926094562673209
7.92600610264061,7.926099452356591
7.926189936729339,7.926094882626714
7.926006741361743,7.926099750438802
7.926190750061288,7.926095142660224
7.9260073273140135,7.926099976886992
7.9261914946784024,7.926095316714423
7.92600781828672,7.926100103861081
7.926192188375375,7.926095378872168
7.926008190958567,7.926100109102779
7.926192696953751,7.9260953083603525
7.926008344620894,7.926099971299639
7.926193011780117,7.9260950829773975
7.926008271989637,7.926099666575831
7.926193112207824,7.926094677221517
7.926007970858424,7.92609917022176
7.926192982244636,7.926094069062001
7.926007394476071,7.926098463618205
7.9261925924171495,7.92609324295696
7.926006539025298,7.926097533542156
7.926191970541329,7.9260921862196385
7.926005448479913,7.926096365225071
7.926191103531385,7.926090884064793
7.9260040562134,7.926094949184658
7.926189918526013,7.92608933057302
7.926002273606602,7.926093277107591
7.926188357558153,7.92608751557385
7.926000153759216,7.926091340802374
7.926186544808865,7.926085433205085
7.9259977353083855,7.926089138138115
7.92618440968113,7.926083086763174
7.925994965849534,7.926086674646433
7.926181926195416,7.926080480561329
7.925991798811654,7.926083954564114
7.926179094736539,7.926077619858277
7.925988304375028,7.92608098464181
7.926176009930717,7.926074514079419
7.925984539910234,7.926077777339626
7.926172673836418,7.92607117822022
7.9259805099259895,7.926074348566317
7.926169083852462,7.926067625785576
7.925976171478529,7.926070709713972
7.926165281036444,7.9260638700870825
7.925971624207391,7.926066878653137
7.926161242162343,7.926059933322147
7.925966794862539,7.926062885106663
7.926157002199165,7.926055857554358
7.925961792081054,7.926058775017693
7.926152683346756,7.926051676942282
7.925956693331034,7.926054572165723
7.926148272067942,7.926047415210691
7.925951442461096,7.9260503030653835
7.926143758098228,7.926043099894305
7.925946058680219,7.926045995240511
7.926139197416222,7.9260387575991995
7.925940630311394,7.926041673109582
7.926134661624104,7.926034408510367
7.9259352267602985,7.92603735450534
7.92613018252306,7.9260300710178875
7.925929782092383,7.926033056592155
7.926125721687394,7.926025758182381
7.92592435808266,7.926028789056727
7.9261213902895316,7.926021473637734
7.925919050617407,7.926024547246052
7.926117393202758,7.926017206167283
7.925914283018257,7.9260203138864265
7.926113934829274,7.926012928587454
7.925909719867839,7.926016046814109
7.926110649022593,7.926008578017947
7.925905288434882,7.9260116616813185
7.926107592182589,7.926004049827677
7.925901002523322,7.926007029913758
7.926104717313648,7.925999181771769
7.925896826725442,7.92600194951015
7.926102009279951,7.925993722787234
7.925892690561316,7.9259961046421115
7.926099433714178,7.925987276498908
7.925888617825753,7.925989004787416
7.926096947322409,7.925979238824925
7.925884445871233,7.925979910794106
7.9260943755780575,7.925968705540138
7.925879979695732,7.925967714071473
7.926091494931785,7.925954314985601
7.925874940090378,7.925950745831855
7.926087995909062,7.925934018100709
7.925868975539234,7.925926484838241
7.926083402920585,7.9259047204975905
7.925861400296433,7.925891157644618
7.926076956202576,7.925861816859094
7.925851409775912,7.925839120616267
7.926067665818245,7.9257983819856515
7.925837680560679,7.925761887675399
7.9260540004770705,7.9257040108848855
7.925818355222487,7.925646687236886
7.926033522651667,7.925563009417254
7.925790364039178,7.925474238563187
7.9260026300121345,7.92535169715443
7.925749309985899,7.925215474589133
7.925955988890428,7.92503439509612
7.925688716782673,7.924826584941925
7.925885690804711,7.924557236753379
7.9255988259405195,7.924241261819695
7.9257798536212904,7.923838509262455
7.92546501168805,7.92335876457825
7.925620485781953,7.922753971673024
7.92526512554396,7.922025853969714
7.925380768601859,7.921114500625618
7.924966358387185,7.920008911726714
7.925020134964623,7.9186310647259095
7.9245187855885675,7.916949784551409
7.92447772442348,7.914859114706958
7.923847522483636,7.9122960356692715
7.9236612044534125,7.9091113583487545
7.922838574314311,7.905191864239748
7.92243062725273,7.900320797491806
7.921320318772618,7.894305092078897
7.920575937779181,7.886820786560721
7.919034847094945,7.877546818405363
7.917779849857619,7.865987805436321
7.9155897962247685,7.851618122592346
7.913556957282029,7.83366817658898
7.9103841451994015,7.811285528418805
7.907164897406353,7.783296283826926
7.902501072605276,7.7490247523944165
7.897472385110103,7.70643812400494
7.89054062250086,7.651453188589467
7.882743433239177,7.579458318429392
7.87234092317117,7.486590416975246
7.860281482970418,7.3707370498478735
7.844531541884662,7.232371026663597
7.825877598090926,7.072967200947526
7.801851584976902,6.894061890126995
7.772958084971187,6.696096894434128
7.73606191948194,6.47801548423077
7.691177852935791,6.238593318260242
7.634114714803268,5.976414612844653
7.564064551926962,5.690296099482087
7.475154483097799,5.379889704242996
7.365271085867687,5.045947488405964
7.22583779667345,4.690338191415567
7.052675547303751,4.315590660527834
6.834199314538036,3.924296760346373
6.588875285820147,3.5183542041723412
6.264741978592358,3.098629443565345
5.780852644340495,2.664984458255493
5.11758083235893,2.217142102958113
4.303118201675505,1.755763709598429
3.406738816997077,1.2838414935581686
2.5282438814018064,0.8059840740109855
1.7077285214967588,0.3252971500708621
0.9465404004828942,-0.15692555042999962
0.20302637243162358,-0.6397623739072381
-0.5823364236166353,-1.1215825124253616
-1.4150338455978622,-1.5991993941509348
-2.303649192435324,-2.0679360874594748
-3.238046083360923,-2.5219945645525255
-4.186814567229618,-2.9553832608553905
-5.105966567786627,-3.362593148571519
-5.95317278640072,-3.7393606056814157
-6.701596747339559,-4.08274573417983
-7.350077961877566,-4.39117666905182
-7.924594793380905,-4.663824431731052
-8.466764591067584,-4.9009491231033095
-9.014682041974124,-5.101738557962226
-9.575311234096953,-5.263568025497627
-10.111013907788497,-5.383877907649302
-10.532625502398988,-5.462291532175142
-10.776157879369727,-5.500332041884639
-10.902258491780147,-5.50424998573749
-10.980807721442678,-5.484105511133669
-11.0287845306354,-5.449611031025559
-11.018027317235626,-5.408654074469044
-10.890996467815421,-5.364683704649436
-10.589553186097252,-5.319101078847207
-10.074165891825709,-5.273603603023898
-9.33809460388477,-5.228986271111277
-8.406031137831194,-5.186405404948478
-7.32865974141831,-5.148060471578707
-6.166182214764679,-5.117100116429436
-4.976130912703864,-5.096736832419213
-3.799063429951984,-5.089184377199616
-2.658987677697915,-5.094454400528529
-1.566045980905386,-5.10999374210142
-0.5304965895401755,-5.130990910707011
0.42549542844361943,-5.151978345271151
1.2449868451677772,-5.168685566692285
1.923158938326721,-5.180273526732661
2.375444071140602,-5.188913669271697
2.4933630310457975,-5.196591571423601
2.291825124699193,-5.203762119486404
1.800347678135694,-5.209777551370971
1.1325079993480947,-5.212061430324566
0.36268856068906735,-5.209533691723604
-0.5292476353262815,-5.20540664689335
-1.4979701387687552,-5.204797821857228
-2.526160786880448,-5.212927280423422
-3.610514166365535,-5.233253702289629
-4.745718935579152,-5.26677035573887
-5.9074286709408454,-5.312023310307566
-7.055532208313288,-5.366040322638388
-8.130125703208495,-5.425470609028567
-9.07279891241032,-5.487694101346894
-9.833571617592161,-5.551300443292149
-10.393821182098394,-5.615959382136829
-10.762595543212731,-5.681554564909394
-10.984555943973623,-5.746803010525647
-11.11312343839215,-5.81011010504261
-11.201696675704392,-5.867804326525016
-11.260459095892024,-5.912595747775906
-11.263386374133487,-5.9387170445416455
-11.107098596425814,-5.943461544532469
-10.79241466237792,-5.928199871855052
-10.42859843771737,-5.896864678125923
-10.050421715416926,-5.852122568150766
-9.655143487966347,-5.796594102557872
-9.198761590613284,-5.730970550565656
-8.635809225938686,-5.655266672141788
-7.9310474429438775,-5.570291972661803
-7.082794393605881,-5.477383771238271
-6.116844599168957,-5.379073359765565
-5.0857038781126676,-5.279045310172637
-4.046693316770365,-5.181605859645498
-3.0521952044827017,-5.090959653459201
-2.1327166996864366,-5.010286423223401
-1.2997025338660804,-4.941265562864116
-0.5458177478348488,-4.883817502914395
0.12536943332675968,-4.836675923381942
0.7464976022610764,-4.79811346163621
1.2730945508353593,-4.767379529527605
1.6153121784935458,-4.74533319536366
1.7277132337673642,-4.735525783326702
1.5847611161251065,-4.740197568100201
1.2156946537048612,-4.756698677705155
0.6676400193540938,-4.780841036351961
0.03315774081600548,-4.809356132249315
-0.6580629078346579,-4.842224296734863
-1.4317056558597578,-4.881627659505663
-2.28400881542312,-4.930456933172012
-3.2214261608777517,-4.990571705194625
-4.229031769084307,-5.06193051862656
-5.272660341851924,-5.142278300292214
-6.2983695763265635,-5.227805979417581
-7.247565202902223,-5.314060228436135
-8.070781989200619,-5.397144949112138
-8.744081605934491,-5.474399887493878
-9.2746018366265,-5.544727124555489
-9.697760667620855,-5.6077869013157695
-10.06183574365645,-5.664431891988315
-10.403579341739635,-5.7142255077831905
-10.724609526984468,-5.754517315569266
-10.974614268544379,-5.781027753024317
-11.072141712310595,-5.789737427325638
-10.99197370264236,-5.779766880469319
-10.767232227963149,-5.752626661279661
-10.48062000554968,-5.712611625179085
-10.172540373999906,-5.664288409887176
-9.835389115931456,-5.610331753313718
-9.427270502487785,-5.551071382883615
-8.899838323014441,-5.485885195000769
-8.219267363073184,-5.415085345127939
-7.382272802659646,-5.3397389637343275
-6.416110916206311,-5.262464503907816
-5.37302080605054,-5.187009883151785
-4.312645130753956,-5.117538307847653
-3.2885799932376742,-5.057442639898058
-2.333961860324165,-5.008414131954376
-1.4626570339681753,-4.969914277710762
-0.6688564651647614,-4.939497293173634
0.04393167483662336,-4.913888111543072
0.6938061730203589,-4.890652779118441
1.2450838183735842,-4.869883564323545
1.604545981101288,-4.854793218610507
1.7261085677507688,-4.84938063583949
1.5937441487384305,-4.8556749688261664
1.2265424885497904,-4.871463885146636
0.6726039505051236,-4.892753700960881
0.027145631350880023,-4.916370565118606
-0.6791648334467585,-4.942302871722427
-1.4678376240439244,-4.973060508060791
-2.3341514675010973,-5.01197022913661
-3.284665643092596,-5.061499310939659
-4.304834993417021,-5.122174692689277
-5.361390552339419,-5.1922858404116985
-6.400350555900322,-5.268411413581356
-7.362490026822844,-5.346387771099517
-8.196266352119912,-5.422470846267588
-8.875573346708437,-5.49408514721672
-9.404821258147718,-5.560180896269471
-9.818431562423894,-5.6205187913068455
-10.164614891543401,-5.675688011998758
-10.483618229502124,-5.725239870431555
-10.78088297457267,-5.76632730509549
-11.01271121444352,-5.794404192153564
-11.09638774204798,-5.805503827439075
-11.002843190755442,-5.798326138422358
-10.75644681808273,-5.773860940958484
-10.438630460036828,-5.735958426204062
-10.099386140210646,-5.688836314918657
-9.736746485030084,-5.635100516333515
-9.313906992978593,-5.575301070518865
-8.782450804441428,-5.508839624675422
-8.107355567224973,-5.435999681413057
-7.281542484370629,-5.357926707357748
-6.329657936445929,-5.277271241853101
-5.301201791878954,-5.197833941504617
-4.255614770984331,-5.123833168258914
-3.246590678222052,-5.058777555287047
-2.309246231621023,-5.004538162639578
-1.4577934339641805,-4.960835891482174
-0.687438660505494,-4.925526838097477
0.0021360292078378158,-4.895619422302772
0.6311099724858632,-4.86888306968872
1.1608583726035226,-4.845447308968141
1.50647236020175,-4.828503577098598
1.626746651596273,-4.822029781204217
1.5053437067732842,-4.828091153316581
1.1585975066840954,-4.8445727856503265
0.6278585207765951,-4.867536083472651
-0.001973080729755387,-4.89363416470401
-0.6926692551983131,-4.9225550288105815
-1.4640772061847809,-4.956514069127342
-2.316544564182371,-4.9985816242286525
-3.2547874012190796,-5.051066834741689
-4.264435313231987,-5.1144054394027245
-5.310236195537487,-5.18686238911825
-6.338404440805635,-5.264993039842399
-7.28948494489644,-5.344604756646929
-8.114042987285115,-5.421872187381688
-8.787561809540247,-5.494132119583418
-9.317229013508637,-5.560225034754059
-9.738165222624609,-5.619906518690108
-10.09871654634094,-5.673820249855834
-10.435582199135832,-5.721501497846196
-10.750365150874572,-5.7602961619767985
-10.992840330464915,-5.786000996737333
-11.081414121052893,-5.794972181462019
-10.994954755281293,-5.786159138926335
-10.7545716530531,-5.760630258563476
-10.44182069313486,-5.722027575108101
-10.106853376795089,-5.674578885837619
-9.74799021617607,-5.6209494873004955
-9.328465694379007,-5.561622708518198
-8.799863518226342,-5.49597054518617
-8.127022830784428,-5.424228837552329
-7.302710149226141,-5.347550098188699
-6.351447633598735,-5.268584561058639
-5.322676030276629,-5.191140405725632
-4.275930789831668,-5.119389153286366
-3.2650623521604607,-5.05675271466409
-2.3254418442980875,-5.004941833151895
-1.4715255429774536,-4.963496809455383
-0.6987102990206105,-4.930085214834067
-0.006519540891762499,-4.9016146263381195
0.6242580959354253,-4.875849716586394
1.1554675025105239,-4.853083538741781
1.5023061655757963,-4.836647155863845
1.6234848549280654,-4.830461347031476
1.503531574029865,-4.836627599714309
1.157829626350521,-4.853061528410378
0.6274693367630116,-4.875844507338708
-0.002800191672761783,-4.901633255489134
-0.6943530312700191,-4.930113081737273
-1.4665087155121774,-4.9635115177228455
-2.319765360355907,-5.0049212654924276
-3.2587484927333166,-5.0566866728813356
-4.269162886909126,-5.119281014248011
-5.315744142153774,-5.19100835154407
-6.344740703271501,-5.26845447395255
-7.296604634532996,-5.347450972733207
-8.121809298460677,-5.4241849939179225
-8.795664356109622,-5.49600055646848
-9.325229247793855,-5.561738899661393
-9.74553367055728,-5.621164896464874
-10.104959394524995,-5.674905164080761
-10.440395188813381,-5.722494518207235
-10.753708210818933,-5.761268823982112
-10.995055507683594,-5.787019005693965
-11.082743912281522,-5.796133170571717
-10.995389554999987,-5.7875445515863415
-10.75375139404269,-5.762282049822446
-10.439178918056465,-5.723933677520803
-10.102402521663665,-5.676691797945603
-9.74200299379815,-5.623211332386219
-9.321561037393536,-5.563983746503412
-8.792626946899052,-5.498388003159439
-8.120042184822948,-5.426655851325722
-7.2963295637623915,-5.349947782777936
-6.345925804606087,-5.270916000064128
-5.318068670502009,-5.193370430347031
-4.272332482449162,-5.121479499967389
-3.2625056835441835,-5.058665530618305
-2.3241334162275384,-5.006642287418923
-1.4716123410841833,-4.964962830642126
-0.7005173084219353,-4.931313078537986
-0.0098917596444232,-4.90262480714803
0.6192277681657675,-4.876683417297847
1.1480791437975557,-4.853794635317763
